F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
2178.24,USA,54.27,1.5,187.26,252.7,873.72,-9.26,9.64,8,11158.14,Very low,12.88,0.22,3,53.92,0
592.11,USA,71.13,11.37,137.53,176.6,787.44,-4.13,13.1,4,28253.84,Very high,13.3,0.16,2,76.16,1454.05
464.79,Europe,58.29,7.53,165.64,253.5,1390.59,0.92,6.04,10,21379.18,Very low,7.98,0.04,2,4.18,0
-260.13,Europe,70.17,3.45,224.1,175.84,1494.33,-4.23,11.7,6,7902.26,High,10.31,207.34,4,97.66,796
551.55,Europe,62.07,25.95,198,262.76,1307.76,-10.27,1.06,10,19443.88,Low,14.4,12.81,5,-27.88,1629.55
-1640.16,Europe,65.82,12.69,195.25,125.66,862.11,-6.6,1.66,8,10632.92,High,10.74,11.77,6,-28.92,2511.1
1227.09,Rest,52.32,24.57,149.52,225.44,699.51,-3.32,9.94,8,15512.34,Very low,9.15,0.01,0,69.52,0
770.07,UK,58.38,4.35,169.25,224.98,2896.5,-2.4,16.56,4,-12227.68,Very low,11.56,3.19,5,25.72,1709.64
-170.1,Rest,28.59,7.11,195.44,114.2,1790.1,-3.98,5.78,6,11177.04,Very high,10.54,0.06,3,63.7,409.9
1298.37,UK,64.83,6.18,137.92,259.92,2179.41,-4.23,4.36,6,3426.04,Medium,9.63,0.69,3,30.96,323.67
1347.96,UK,58.92,28.53,207.03,341.12,1310.55,-7.57,7.2,6,13401.68,Low,11.55,0.01,5,153.08,260.01
-286.56,UK,53.37,12.81,174.69,243.16,2508.87,-1.7,25.86,8,7960.22,Low,12.63,0.03,6,-67.98,3754.54
573.33,USA,60.36,10.02,157.29,201.3,1435.32,-11.19,10.26,2,823.9,High,12.71,6.05,5,-105.26,3779.05
2315.97,Europe,48.18,8.49,149.66,223.3,1782.84,0.99,0.36,4,10834.58,Very high,13.53,1.49,6,105.2,0
-318.21,USA,66.87,25.38,179.36,172.88,2604.48,-5.19,8.3,6,-829.54,High,12.46,0.34,5,96.2,3635.12
1332.09,USA,43.35,24.27,190.21,140.78,1201.77,-8.25,20.14,6,5699.24,Medium,11.09,1.22,4,20,3665.47
381.63,Europe,63.72,8.49,307.88,274.56,-541.47,-14.56,3.14,8,8117.9,Low,10.18,0.28,5,48.62,0
91.92,Europe,58.44,11.55,247.09,274.32,2006.37,-1.77,8.14,16,9986.8,Medium,13.17,8.16,7,37.64,1203.67
1197.99,Europe,46.8,10.2,154.72,194.74,255.12,-5.85,6.88,6,13621.44,High,13.52,71.24,1,-132.24,1791.65
1777.65,UK,95.67,5.34,127.37,281.54,874.44,-7.39,19.92,8,9555.58,Medium,9.08,27.22,4,3.92,967.33
709.95,USA,73.77,5.22,169.41,246.1,167.1,-3.53,1.24,4,17381.76,Low,11.1,0,2,117.56,0
-372.96,UK,75.36,27,178.84,249.84,1213.26,-5.88,10.58,2,15212.94,Medium,8.17,67.15,1,35.58,1762.76
-102.36,USA,68.28,2.82,213.19,299.8,1158.33,-1.85,12.12,12,6546.4,Very high,7.06,56.42,1,2.38,781.94
935.01,USA,-16.05,5.67,167.84,277.18,1546.29,-2.27,6.54,6,6592.52,Medium,16.24,87.17,4,77.66,28.72
1428.69,USA,57.93,7.98,140.81,184.52,1623.96,-8.12,1.6,12,20544.34,Medium,5.24,2.07,3,10.66,0
1141.26,Rest,33.54,6.24,144.67,239.14,1357.98,-6.25,2.66,6,24634.14,Very high,5.93,21.76,6,84.1,110.45
1600.14,USA,56.58,5.34,159.04,236.68,2352.75,-1.91,5.4,6,9718.34,Medium,11.08,1.46,3,33.56,273.7
583.8,Europe,57.51,13.74,117.69,124.98,301.08,-0.29,11,4,6596,Very high,11.54,0.32,3,-42.62,2533.83
966.42,Rest,66.12,32.4,177.86,262.56,1461.75,-3.06,3.52,6,27043.84,High,16.06,30.41,3,12.78,810.4
-136.68,UK,53.25,9.75,267.13,293.98,2876.19,-5.86,7.38,10,7768.24,Very high,12.29,4.48,3,1.72,1699.59
1696.05,UK,56.25,17.55,126.52,173.28,942.45,-4.41,17.2,4,2196.2,High,11.87,0.16,5,-27.6,2260.73
-817.05,UK,44.67,13.92,143.5,161.02,1306.86,-5.13,3.76,14,-917.7,Low,14.49,2.44,5,49.92,249.63
1140.06,USA,65.04,21.66,199.25,268.92,2683.11,-3.04,3.3,12,15323.34,High,6.51,78.02,5,8.54,2720.59
948.6,UK,60.27,9.36,202.99,196.28,1959.03,-2.1,15.1,2,11253.28,Low,12.66,1.53,4,16.74,1657.03
562.17,Europe,47.19,20.4,214.38,279.92,680.19,-3.37,14.34,8,9614.44,Very high,12.87,38.59,5,28.22,2574.41
1503.48,USA,59.58,5.07,229.36,319.46,2538.63,-7.39,3.14,8,-198,Very high,10.95,3.67,3,95.08,0
1733.13,UK,51.09,31.47,171.03,412.3,617.67,-5.71,8.7,14,13367.4,Very low,12.52,1.05,4,72.42,0
590.91,Europe,74.07,0.99,145.79,227.84,2645.64,-5.96,0.94,4,13261.38,Very low,3.49,0.09,5,42.98,0
1028.4,Europe,60.6,26.25,229.27,329.02,611.43,-2.79,7.94,8,7728.16,Very high,11.35,130.96,6,-98.5,2904.53
-535.23,Rest,73.05,3.21,153.33,307.34,779.94,-4.97,6.98,16,6477.96,Very low,14.98,0.41,5,-43.26,88.09
755.55,UK,61.05,27.42,195.87,394.6,1355.01,-6.79,6.38,10,16546.44,Very low,10.96,2.81,7,15.26,1251
690.06,USA,68.16,17.19,269.8,210.38,1298.07,-0.72,5.32,10,-8368.66,Very low,9.14,87.54,6,36.82,377.3
1381.17,USA,54.9,6.81,168.37,272,3667.92,-4.12,10.22,8,-892.72,Low,9.44,40.46,5,31.74,2605.87
-546.57,Europe,59.34,6.72,131.88,327.82,1399.8,-7.04,10.78,8,-6378.3,Very low,11.22,575.27,1,31.84,0
1044.63,Europe,54.39,12.39,145.01,219.3,1984.17,-4.53,21.1,6,11245.36,High,13.69,1.12,2,91.06,2119.64
1051.65,Europe,57.66,9.3,140.1,224.2,2055.03,-4.63,11.4,12,12137.06,Very low,10.08,0.51,2,12.7,0
811.53,USA,49.56,7.41,-114.37,236.96,-266.22,-4.09,11.72,8,8464.52,Very high,10.91,18.3,5,41.22,539.15
-958.89,UK,78.21,24.96,151,173.02,1009.29,-3.67,4.94,4,-375.46,Very high,9.01,0,6,39,2308.05
336.81,Rest,58.35,2.67,173.1,176.62,778.98,-5.97,3.16,2,-9376.52,Low,10.34,973.36,2,63.76,0
-308.97,Europe,63,12.63,164.07,299.18,2484.66,-6.11,5.26,4,10853.76,Very low,11.39,0.53,6,14.04,2447.35
1412.64,Europe,68.79,3.6,194.66,186.5,2204.43,-5.97,6.74,8,10079.02,Very low,4.25,18.11,1,-43.94,0
523.8,Europe,53.73,7.2,124.52,363.58,2117.46,-5.12,5.4,10,13471.44,Medium,10.08,224.64,2,59.82,0
211.98,Rest,55.05,8.07,142.44,289.7,1885.11,0.13,6.84,8,15128.62,Low,17,0.24,5,111.28,57.04
265.68,USA,46.71,8.1,181.25,246.14,1428.78,-3.26,7.4,2,3983.38,Medium,11.18,50.79,3,63.08,906.18
1206.51,USA,65.76,3.9,176.04,188.7,2774.31,-1.95,17.18,4,9794.44,Medium,12.06,0.64,4,42.3,3313.36
-551.16,UK,39.18,17.88,223.99,155.34,21.66,-3.92,5.82,4,5447.78,Low,5.67,0,6,17.76,1208.17
1369.83,Europe,48.63,12.42,238.27,183.36,393.57,-4.86,6.2,2,10720.4,Medium,7.91,0.14,1,44.24,0
-1244.13,Rest,46.68,2.82,191.35,292.92,69.87,-4.93,8.02,8,-464.16,Low,14.12,0.1,5,-76.14,639.53
792.06,UK,50.49,9.51,139.12,277.44,1391.31,-4.37,5,20,3835.2,Low,8.92,0,7,54.2,0
2451.42,USA,53.13,14.94,84.96,141.16,-379.65,-2.05,7.5,10,4136.68,Very high,13.19,0.56,4,82.74,0
92.43,UK,73.38,8.16,82.7,318.88,2514.18,-1.44,9.1,16,5695.9,Low,10.77,0.2,7,48.94,751.89
1973.16,Europe,67.95,11.85,173.11,257.28,1455.93,-0.96,3.38,2,28983.04,Medium,6.29,0.01,3,65.1,0
992.19,Rest,59.73,5.49,44.88,274.76,2489.46,-2.65,3.92,12,11787.98,Very low,12.95,2.06,2,97.64,0
259.59,Rest,86.04,8.94,103.48,218.62,1155.12,-3.01,9.22,6,6071.18,Low,5.61,0.14,4,86.82,105.68
672.39,Rest,58.41,14.55,110.6,248.18,428.49,-0.22,7.3,12,9248.98,Very high,14.74,0.06,4,7.06,297.18
767.73,Europe,66.75,2.76,190.09,169.08,2117.07,-1.07,9.68,0,-3594.02,High,9.02,19.89,6,53.8,2357.85
201.84,Europe,63.66,15.84,173.14,313.08,235.74,-2.5,3.94,6,-1067.02,High,11.15,0.2,3,57.04,0
1410.18,UK,61.62,13.68,186.04,216.34,1132.38,-1.22,10.32,12,10348.42,Low,12.86,0,2,-31.38,411.2
1550.52,Rest,62.52,1.59,172.6,360.02,1240.5,-5.51,19.86,8,5273.56,Medium,12.97,0,3,69.44,181.32
935.67,Europe,55.38,11.07,117.97,212.12,427.56,-3.78,2.94,6,13392.94,Very low,14.38,0.22,6,-21.8,51.57
-591.66,Rest,47.88,3.78,171.77,206.72,61.65,0.12,3.76,2,9810.9,Very high,7.55,2.95,4,79.56,139.45
2666.61,Europe,65.76,6.42,199.47,249.22,887.4,-7.65,6.68,0,11252.18,Medium,12.48,0.06,1,33.54,0
-1195.86,Rest,69.84,21.45,162.52,273.8,1061.25,-9.48,5.42,8,6186.78,Low,7.44,0.01,3,38.94,494.71
996.12,USA,59.22,3.54,189.97,313.14,1124.16,-4.55,7.78,2,7327.78,High,11.3,9.39,3,40.48,612.76
931.05,UK,60.57,6.12,225.59,290.66,1369.41,-5.99,5.9,12,16883.58,Very low,16.35,0,2,141.84,0
1104.84,Europe,57.81,2.64,207.69,188.28,3.15,-2.19,4.1,4,5752.76,Low,9.92,0.51,3,44.32,0
1378.23,Rest,64.11,15.21,150.18,239.98,162.75,-2.18,4.44,10,4996.34,High,8.21,0.11,4,155.82,0
-60.96,Rest,65.31,14.76,151.7,178.88,457.11,-6.92,8.2,4,8626.56,Low,7.03,0.42,1,4.38,282.5
-242.31,Europe,55.08,6.18,144.1,205.14,400.5,-2.95,3.86,6,5428.22,Medium,14.04,1.25,2,75.92,0
895.92,Europe,60.93,9.84,121.96,238.18,-341.43,-7.23,9.34,8,626.16,High,8.62,0.98,6,32.72,163.9
3004.89,Rest,31.83,6.27,60.14,302.8,255.69,-1.17,4.8,4,15850.94,High,12.82,13.78,6,-53.82,225.32
-60.75,Europe,62.49,3.87,266.25,329.34,1691.64,-9.45,1.16,8,15084.04,Medium,10.42,1.01,4,4.4,182.33
1593,Europe,62.52,12.27,122.97,163.02,2654.31,-6.61,4.08,10,22376.1,High,12.16,1.52,1,64.54,0
-315.51,USA,45.33,32.49,189.69,199.62,2469.42,-4.86,6.4,4,3759.44,Medium,9.6,12.97,2,74,3523.68
-1033.17,Europe,54.96,1.74,133.61,232.84,2058.09,-4.15,6.72,6,6731.72,High,15.14,0.01,9,-2.2,2838.96
-316.89,USA,68.55,16.56,227.08,190.8,1898.82,-4.32,2.38,8,9288.96,Very low,7.29,1.46,0,76.2,0
79.26,Rest,66.84,2.4,140.6,239.16,-1128.27,-5.48,5.52,8,14794.48,Very high,12.49,0.19,1,30.2,0
548.01,Europe,70.65,20.73,111.77,161.4,1067.1,-6,11.5,6,6030.3,Very low,9.86,28.76,2,61.82,338.04
985.8,USA,44.43,2.73,176.96,274.5,1133.91,-7.17,15.18,12,9294.16,Very low,8.29,0.14,4,-83.34,1692.4
1192.26,Europe,41.19,7.11,181.99,258.84,1221.48,-7.82,2.9,10,35801.72,High,15.31,18.56,6,62.06,0
-303.96,Rest,50.22,16.86,225.08,267.38,2866.23,-0.44,17.28,10,7717.52,Medium,8.3,12.8,3,122.7,753.15
436.86,UK,53.1,5.52,169.65,221.72,777.27,-4.85,8.22,10,13007.94,Very high,11.35,1.42,2,-26.84,678.37
-212.13,UK,62.73,7.74,139.82,232.14,1290.36,-1.87,7.9,6,20059.76,High,8.58,0.04,4,56.14,900.14
-125.01,UK,60.45,29.49,172.65,192.64,-589.53,-3.97,4.34,12,-2158.92,Very low,13.26,0,3,55.12,0
154.86,USA,54.66,3.63,167.91,160.44,735.48,-2.97,13.62,2,21004.52,Low,13.31,1.98,6,-11.56,3226.37
1207.62,Europe,46.29,20.25,164.25,281.56,1796.76,-3.74,3.74,2,-4441.66,Low,10.1,0.23,4,1.56,1975.59
112.68,Europe,61.26,19.14,278.99,211.64,1174.32,-4.02,6.94,8,11460.16,Low,9.35,11.21,5,-35.5,2314.75
238.56,Rest,51.15,0.12,164.82,275.78,1187.07,-7.64,1.68,6,-13930.3,Medium,10.66,0.16,3,105.92,0
1891.83,Rest,100.77,7.95,163.01,308.98,1313.64,-5.44,5.76,14,12105.5,Very high,11.67,0.13,3,100.38,0
674.28,USA,65.85,4.89,204.04,261.38,465.69,-3.95,7.06,16,5739.58,Medium,11.22,41.78,1,15.04,0
641.22,USA,81.12,10.98,164.78,107.76,2015.7,-9.65,3.68,8,754.48,Very high,15.93,2.26,3,-57.76,3176.68
1.26,Europe,99.54,4.26,136.46,401.02,1114.23,-5.77,18.16,4,10734.92,Very high,9.67,91.83,6,33.66,2770.51
444.78,UK,58.95,4.92,126.75,180.26,1976.43,-0.99,3.42,8,7743.54,High,9.01,0.97,3,37.54,353.38
1347.72,USA,61.8,9.18,216.98,168.22,638.4,-4.57,7.76,4,-2289.34,Medium,8.88,0.19,1,2.5,143.47
1980.78,Rest,59.97,10.68,68.3,291.18,-661.38,-0.85,6,10,-3207.8,Medium,4.92,0.47,4,179.74,0
298.56,UK,47.34,2.82,148.82,155.94,541.17,-8.38,6.78,12,-1651.96,Very low,13.3,0.33,4,-84.54,309.24
-289.02,Rest,60.15,3.03,160.02,234.98,832.23,-6.79,5.96,6,4317.22,Very low,11.21,0.02,3,53.66,0
292.86,UK,68.22,4.26,212.92,308,342.69,-4.96,10.06,4,12807.62,Medium,8.24,0,5,101.56,139.07
868.71,UK,55.2,6.72,169.45,231.22,438,-1.83,2.04,6,11924.44,Low,15.2,1.19,4,50.86,0
-407.94,Rest,66.51,7.5,233.24,166.26,652.2,-9.78,5.18,16,16369.66,Low,9.57,27.12,3,-24.38,0
-327.24,UK,25.89,9.36,112.58,225.18,9,-6.52,11.08,2,-757.8,Medium,11.94,0.01,4,19.64,1174.1
1318.26,Europe,58.59,8.91,180.72,288.22,236.37,-5.16,10.94,10,4580.26,Very high,4.98,2537.86,1,62.44,0
663.75,Rest,63.87,29.73,190.29,262.4,1443.81,-1.96,3.88,8,-4384.58,Very high,11.79,1.38,4,95.14,491.12
-2409.54,UK,62.13,6.03,157.35,224.28,1479.3,-5.46,5.4,8,14253.32,Low,9.72,14.6,0,-80.74,1409.08
1029.39,Europe,59.25,7.38,183.5,209.38,-107.73,-7.11,4.02,6,9471.08,Low,11.55,0.11,2,-23.68,0
1104.9,UK,41.04,2.31,177.35,275.54,-224.85,-10.28,14.08,4,8258.2,Low,4.79,0.03,3,81.72,0
1278.15,Europe,50.49,10.98,214.29,231.38,2429.01,-9.65,10.26,10,10395.08,High,10.05,2.21,5,35.68,1821.69
1006.44,USA,59.67,14.55,164.03,217,2382.3,-7.92,1.64,12,3202.74,Very low,8.73,44.47,4,-21.94,374.84
959.7,UK,62.1,5.91,159.71,244.12,702.63,-3.58,10.2,10,17035.02,Medium,17.18,2.87,5,90.4,0
722.88,Europe,59.52,6.96,153.11,200.6,1335.75,-5.07,3.16,12,8399.86,Very low,10.72,0.28,1,54.64,0
157.71,USA,51.21,9.45,173.22,324.1,1666.2,-4.44,1.6,16,6052.82,Low,9.09,4.76,2,59.32,0
1412.52,Rest,62.22,37.11,161.74,264.84,986.55,-2.62,12.3,6,17293.26,Very low,9.25,7.55,8,90.28,860.66
-516.78,USA,88.23,7.32,139.16,190.98,270,-7.87,12.08,10,-5844.3,Low,13.01,0.03,4,-23.64,1497.56
1081.92,Rest,60.36,14.7,162.52,196.8,3080.61,-7.31,10.56,8,12603.42,Medium,4.38,0.13,3,97.54,415.41
278.94,Europe,58.5,18.12,175.3,141.64,1142.94,-9.24,9.72,10,13159.36,High,12.15,8.53,4,2.92,2117.32
1258.41,USA,75.42,3.72,196.44,121.5,607.98,-3.28,4.4,4,6729.94,Very low,13.08,10.42,3,106.36,0
2180.46,Europe,35.28,18.63,144.52,232.54,1725.69,-8.5,12.74,14,16203.44,Low,11.33,0,3,53.26,0
-43.02,Rest,60.36,5.85,192.18,204.2,995.37,-8.07,13.08,2,20132.82,High,10.83,7.1,9,36.08,1323.82
-428.88,Rest,71.04,6.6,160.89,185.18,-48.96,-9.59,4.96,14,16666.12,Low,13.59,0.93,4,-49.72,40.22
1581.21,USA,76.56,3.39,126.37,342.6,72.69,-6.51,7.44,6,5416.58,Very low,6.59,13.36,2,12.86,0
1237.92,USA,56.01,10.62,178.05,276.16,1976.52,1.97,3.92,4,31179.82,Very low,6.01,1.66,6,121.72,0
927.42,UK,66.27,2.88,154.34,239.58,1493.22,0.2,5.86,0,9066.3,Low,11.27,0.37,3,-20.68,846.37
1611.93,Rest,52.89,7.14,159.84,329.38,771.75,-7.59,4.64,4,4285.98,High,15.14,1.74,0,-0.32,0
-617.13,Rest,70.83,15.51,222.58,288.6,215.49,-1.5,3.84,4,18770.74,Low,8.5,0.29,4,82.4,91.9
573.27,USA,68.94,24.93,189.11,250.96,840.06,-7.61,19.02,6,14230.38,High,6.99,0.04,5,16.2,3759.64
999.3,UK,61.68,8.07,88.22,280.22,752.19,-7.65,0.76,10,3030.5,Low,12.18,0.2,5,3.1,0
1743.42,USA,62.4,15.69,180.92,193.52,485.28,-6.71,3.2,14,2241.86,Low,14.12,1.08,5,-38.42,0
422.31,Europe,61.47,18.15,236.85,275.8,1234.86,-4.04,2.98,12,12316.78,Medium,6.85,0.48,3,-71.96,1528.48
1017.84,Rest,33.63,3.6,96.84,282.82,1843.71,-8.76,4.98,6,7647.2,Medium,9.01,0.01,1,58.44,0
-932.91,USA,44.76,9.72,209.4,230.5,1822.95,-3.99,14.38,4,770.38,Low,12.85,186.73,4,87.42,2864.08
1133.34,Europe,64.23,5.37,177.08,254.68,1302.57,-0.78,14.14,16,8090.98,High,10.72,0,4,-114.7,2319.48
-79.68,USA,66.51,2.58,177.47,205.9,2095.98,-2.31,13.78,8,6867.68,High,7.03,0.34,3,86.14,1365.78
1583.28,UK,62.7,20.19,206.5,186.36,2992.86,-4.81,3.9,4,22458.58,Very low,5.87,0.49,2,32.78,764.78
-645.3,UK,43.32,2.25,158.01,232.12,153.06,-8.31,2.14,8,27198.86,Low,15.63,1.84,3,3.5,0
1847.43,Rest,72.99,15.12,156.41,292.94,264.18,-4.48,1.26,12,9355.98,Very high,14.72,0,5,70.72,0
1773.36,Europe,72.39,8.4,159.63,208.92,1134.42,-11.57,2.76,10,32031.14,Very low,7.19,126.36,4,16.86,0
222.27,Rest,57.21,28.32,101.88,212.74,450.45,-3.96,11.02,10,-166.96,Low,10.07,0.01,5,40.4,583.67
769.26,Rest,83.43,7.47,174.41,152.42,982.05,-3.09,2.18,10,14309.46,Medium,16.06,0.68,3,-63.68,170.14
-213.6,USA,46.59,18.87,146.59,230.56,461.37,-1.67,12.96,12,8900.42,Very low,5.44,0.15,5,-25.3,2534.16
465.9,USA,56.97,16.02,160.19,150.62,1873.08,2.2,1.28,12,-9743.14,Very low,10.75,0.67,3,10.38,4.3
416.49,Rest,86.25,7.8,155.69,174.88,1970.67,-11.09,2.9,18,9586.48,Medium,7.43,2.32,6,21.42,40.59
274.2,UK,86.1,10.74,143.53,228.84,882,-3.19,6.56,2,13525,Medium,12.41,1.95,3,109.54,133.95
2090.67,Rest,59.94,14.58,164.1,189.98,1367.73,-2.91,10.68,6,11002.6,Very low,11.23,7.29,3,99.84,0
306.84,Rest,63.99,11.22,157.84,192.98,2212.5,-1.57,15.26,10,9066.98,Very low,7.89,0,2,4.82,559.16
542.16,USA,69.96,3.45,149.59,265.82,1718.91,-3.71,4.86,4,-17287.62,Low,9.29,1.48,3,7.34,487.88
1568.31,USA,34.71,9,132.41,177.24,1594.95,-8.17,6.58,8,25528.8,High,8.4,0.06,4,27.3,578.19
783.69,Rest,48.72,16.47,135.63,344.04,1743,-5.5,10.84,8,930.4,Very high,4.02,9.7,6,-22.32,1411.97
-24.33,Rest,66.81,13.17,162.24,173.3,-908.34,-2.72,13.74,6,27472.46,Very low,15.32,0.01,5,65.14,85.31
-417.54,UK,59.91,6.36,183.94,281.52,1683.39,-3.95,3.24,2,10079.38,Medium,11.42,121.14,2,-72.94,1568.29
769.02,Europe,49.14,2.58,135.06,234.06,297.15,-5.74,9.98,8,-983.78,Medium,7.46,185.87,1,63.3,0
522.63,USA,63.48,10.95,189.99,179.04,526.02,-8.49,3.94,6,9109.26,Very high,12.2,1.48,3,-19.76,1417.98
596.97,USA,49.71,7.83,161.37,306.68,740.49,-7.15,19.46,8,10525.7,Medium,10.15,1.2,0,79.88,128.47
1652.34,UK,58.74,7.62,211.06,240.02,974.25,-6.74,12.96,6,4591.52,High,7.67,17.03,4,-76,1621.01
1094.79,UK,59.64,30.42,281.83,137.1,-858.75,-3.56,6.04,2,10538.18,Medium,13.13,0.09,5,206.4,0
787.2,UK,66.6,27.9,192.01,305.14,815.76,1.1,8.74,4,29431.26,Medium,10.46,3.22,6,89.88,1277.18
803.52,Rest,63.81,9.18,151.87,148.44,1180.65,0.3,7.92,14,16901.76,Very low,9.13,0.2,8,127.92,0
748.74,Rest,55.89,15.81,153.39,178.86,2843.16,-4.14,0.48,8,9803.76,Medium,2.05,0.13,3,136.44,0
575.76,Europe,60.15,24.36,185.34,301.64,1659.96,-2,11.72,6,14228.6,Very low,8.1,150.67,3,13.56,2184.74
-286.71,Rest,65.52,4.89,133.41,253.64,942.75,-0.42,6.14,8,9584.1,High,6.75,112.04,4,-5.54,390.46
2184.57,USA,70.68,2.76,154.13,190.22,460.98,-5.13,8.6,4,2987.98,Very high,11.83,0.26,6,57.12,214.25
3821.25,Rest,62.55,5.43,129.12,224.14,1468.08,-6.01,17.52,8,14491.04,Very high,12.33,0.05,7,165.46,0
67.47,USA,32.82,18.33,151.45,234.48,1756.44,-1.3,3.68,8,910.42,Very high,10.71,0.84,4,18.78,3012.88
735.75,UK,55.02,12.18,153.73,390.98,1902.96,-2.77,3.18,4,13509.48,Very low,7.25,0.62,2,-103.28,1321.95
1840.14,Europe,63.51,7.53,65.01,254.2,839.79,-0.93,18.68,14,11447.16,Very low,11.17,1.4,4,26.82,0
-482.01,USA,68.13,16.26,171.85,228.84,1549.8,-0.04,1.98,4,7408.44,High,3.76,1.26,3,8.56,2888.44
1472.4,USA,56.94,15.72,158.23,208.9,1813.05,-9.42,12.26,2,442.66,Very high,8.04,0,3,-80.58,3780.09
424.02,Europe,88.8,5.19,158.26,222.56,2380.29,-6.74,7.5,10,6893.44,Very high,15.28,0.54,3,159.68,0
1642.83,Europe,72.15,31.02,158.99,208.22,1638.81,-7.36,5.2,6,11704.9,Very high,12.92,0.2,5,-43.84,2864.29
1138.71,USA,62.88,7.77,81.25,309.7,-674.7,-5.38,5.66,4,12977.38,Very low,7.43,0.02,4,25,0
565.53,Rest,47.67,23.1,198.21,103.8,859.35,-1.74,5.18,4,3051.28,High,6.82,0,6,54.06,756.11
-261.6,Europe,57.99,13.71,134.4,311.04,1462.56,-4.16,3.26,6,8693,High,9.08,2.92,5,21.26,2006.39
259.32,Europe,41.55,23.37,139.9,282,1906.32,-2.61,23.5,12,10128.52,Medium,12.9,14.61,7,15.8,2950.19
3316.35,Europe,76.77,25.95,160.23,212.8,1066.86,-9.44,3.66,10,5308.9,Medium,9.03,11.08,3,140.1,0
553.56,Rest,67.86,1.53,175.79,220.92,934.86,2.03,22.5,4,8082.4,High,15.38,1.73,3,-60.2,1414.85
2015.7,USA,61.71,9.54,339.03,268.26,2017.56,-1.4,4.48,10,12455.02,Very low,12.13,63.1,7,98.54,0
428.37,UK,65.01,37.86,188.1,259,426.12,-0.99,3.68,10,12883.86,Very low,12.29,0.01,2,101.36,0
777,UK,61.65,12.81,169.07,212.34,1204.17,-6.79,2.52,6,15793.04,Very high,8.41,0.04,1,99.68,0
1270.23,Rest,59.28,3.15,100.76,188.36,299.07,-7.79,1.94,10,9064.24,Low,11.67,12.79,3,59.26,0
-2138.07,Rest,81.18,21.12,186.39,191.6,477.33,-1.78,34.76,6,14298.34,Very high,7.44,0.46,2,-28.74,3293.38
303.78,USA,37.8,5.01,144.66,307.24,-40.74,-12.29,7.92,6,31682.98,Medium,11.22,38.52,3,-20.6,343.95
-179.67,Europe,47.49,2.82,179.32,86.02,1759.92,-7.22,3.88,6,10687.02,Low,10.24,0.88,2,-0.28,75.07
2122.98,Rest,61.02,16.32,136.44,209.36,-172.65,-2.36,0.78,8,3246.44,Very high,7,1.49,2,-55.12,48.03
1984.53,UK,56.19,2.34,188.51,405.74,1543.44,-4.39,4.52,16,3649.6,Very low,14.2,2.28,2,136.46,0
-1520.67,USA,57.93,22.38,156.28,207.38,2611.62,-5.17,7.58,4,26037.38,High,9.51,0.15,6,-1.42,3796.49
1091.1,Europe,60.24,18.9,178.33,239.22,1464.93,-3.38,17.94,8,19699.92,Low,12.9,3.73,5,55.2,2160.76
345.42,UK,56.97,6.06,213.59,297.44,711.72,-5.23,10.74,12,14695.12,Low,10.17,0.25,2,75.52,0
436.77,UK,49.14,4.23,154.73,211.82,2095.74,-3.46,10,12,20465.84,High,10.51,0.07,2,28.04,511.83
271.35,UK,55.77,13.53,132.83,201.14,33.78,-6.15,7.24,4,2547.08,Very low,11.09,0.67,4,34.68,229.03
971.22,UK,53.46,16.47,189.78,191.3,2974.56,2.94,2.44,6,10359.4,High,9.94,0.03,6,-66.62,2468.4
1528.86,UK,58.98,10.02,146.34,305.6,477.18,-0.66,9.68,10,9887.16,Very high,9.77,0.07,3,47.76,69.17
-20.28,Rest,62.85,9.33,167.63,138.72,1311.75,-3.39,21.48,2,6473.54,Very high,9.45,0.07,8,0.58,2438.66
3045.69,Europe,78.81,56.94,173.54,307,1682.19,-2.73,1.66,10,25183.58,Very high,10.06,0,3,1.36,2653.71
250.71,UK,75.42,8.37,175.94,213.86,-242.7,-8.17,11.98,8,30245.7,Very high,8.32,302.87,4,-23.28,1101.89
892.53,Rest,71.34,3.9,198.64,218.2,2417.73,-5.28,2.06,2,11127.06,Very low,3.95,0.17,5,4.38,336.25
135.12,USA,45.33,15.72,160.72,312.26,2380.14,-4.11,9.38,4,-12768.9,Very low,10.3,0.47,2,-17,3250.75
1469.58,USA,59.22,4.56,144.77,262.04,554.88,-0.22,15.32,12,12739.52,Very low,13.09,0.01,6,3,196.6
984.9,Europe,76.98,18.24,154,335.02,1072.68,-7.19,9.24,8,9956.44,Low,8.76,0.05,6,100.4,140.01
906.51,Rest,54.3,8.19,189.3,242.06,859.14,-5.22,9.52,8,24606.32,Medium,3.14,0,3,28.06,134.48
1170.18,USA,59.85,32.46,143.04,171.24,177.93,-10.66,2.32,14,15905.1,Very low,13.92,7.79,3,-59.68,274.1
-1524.93,Europe,47.16,20.07,227.77,229.26,1490.7,-2.99,4.4,14,10930.66,Very low,9.9,0.21,3,31.7,489.87
770.04,UK,70.08,9.87,137.84,349.2,1672.53,-2.32,4.34,12,3813.92,High,7.23,9.88,2,-27.34,487.25
1198.23,UK,43.35,33.03,240.6,219.06,1298.28,-0.36,6.74,10,1650.14,Low,14.25,0.35,4,67.72,692.75
