F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Class
-243.81,17.79,2,0.2,1.1,-6.32,4.2,-22.65,-26.14,-20.82,7,-36.87,1.46,9.89,11.34,True
-228.81,19.05,2,0.79,3.4,-10.52,0.24,-21.93,-22.14,-23.18,70,3.13,1.69,8.84,,True
-246.81,1.5,20,7.3,-0.36,-0.18,-3.87,-34.11,-68.14,-16.14,315,-149.87,5.3,5.64,9.62,False
-255.81,11.67,2,0.24,3.5,-5.82,5.67,-22.17,-26.14,-20.76,16,-12.87,0.27,8.95,,False
-516.81,-7.35,20,9.55,-0.1,2.52,-14.88,-40.71,-48.14,-12.14,145,-99.87,10.3,4.43,11.37,True
-351.81,-2.49,20,6.15,0.26,4.04,-5.22,-44.61,-48.14,-12.04,325,-64.87,8.65,4.21,9.57,False
-231.81,8.46,2,0.76,7.92,-5.66,0.96,-23.34,-26.14,-20.2,42,-23.87,0.29,8.41,,True
-186.81,-1.29,20,6.35,2.16,0.16,-5.58,-36.51,-68.14,-15.24,70,-104.87,6.75,4.88,9.87,False
-306.81,8.64,2,0.78,0.22,-6.32,1.62,-22.59,-18.14,-20.54,13,-35.87,1.73,8.12,11.55,False
-270.81,10.53,2,0.99,-0.9,-6.36,0.42,-21.6,-22.14,-24,24,-4.87,1.82,8.74,,True
-273.81,9.33,2,0.41,1.32,-5.98,0.15,-23.13,-22.14,-20.48,5,-30.87,1.75,8.21,11.08,True
-255.81,10.83,2,0.47,2.32,-10.74,4.47,-20.94,-22.14,-24.28,12,-44.87,1.44,13.94,,False
-561.81,10.68,20,7.05,-0.26,2.46,-6.72,-35.61,-28.14,-12.42,175,-24.87,11.95,7.22,,False
23.19,0.24,20,9,-1.36,0.96,-9.33,-36.06,-68.14,-13.52,205,-219.87,7.95,5.51,,False
-225.81,7.98,2,0.9,0.64,-6.82,0.66,-22.74,-26.14,-21.44,62,-41.87,0.11,8.18,11.76,True
-225.81,8.1,2,0.16,0.94,-10.12,7.59,-23.19,-22.14,-24.18,22,-8.87,0.65,8,10.29,False
-288.81,12.12,0,0.59,3.18,-8.66,0.99,-21.12,-22.14,-21.6,49,-12.87,1.86,8.78,11.12,False
-252.81,7.74,2,0.72,-0.46,-6.8,2.7,-22.89,-26.14,-20.9,24,-4.87,1.54,7.99,11.84,True
-501.81,-0.18,20,8.3,-0.52,0.1,-11.13,-42.06,-28.14,-12.76,65,-144.87,9,3.62,,True
-309.81,11.01,2,0.61,0.58,-6.5,0.27,-23.58,-22.14,-20.24,60,-25.87,2.18,8.36,11.35,True
-531.81,4.35,20,8.3,1.22,0.52,-8.52,-35.61,-28.14,-14.14,190,-109.87,11.05,4.22,8.25,False
-66.81,-6.81,20,8.55,0.04,3.36,-13.23,-41.61,-48.14,-13.66,210,-184.87,6.7,6.3,12.37,True
-273.81,13.11,2,0.61,0.02,-9.4,1.95,-21.63,-26.14,-20.82,16,-30.87,0.79,8.19,10.6,False
-456.81,-1.2,20,10.3,3.48,4.02,-11.82,-36.06,-28.14,-10.7,270,-29.87,5.95,3.25,9.92,False
-282.81,7.77,2,0.12,2.32,-6.1,3.84,-23.01,-22.14,-21.9,47,-14.87,1.84,8.23,11.32,False
-273.81,9.57,2,0.43,2.46,-7.1,1.41,-23.01,-26.14,-22.82,46,-28.87,1.64,9.53,,False
-333.81,11.91,2,0.41,0.74,-5.68,11.25,-22.44,-22.14,-24.36,2,-18.87,0.9,9.37,10.12,False
-261.81,-3.48,20,7.2,0.68,2.32,4.68,-38.91,-38.14,-15.58,275,-89.87,8.1,5.04,,False
-471.81,2.16,20,5.35,5.78,-4.4,-8.82,-38.61,-28.14,-18.92,195,-109.87,8.8,5.94,,False
-81.81,-7.23,20,5.6,1.28,4.82,-15.09,-46.86,-48.14,-10.3,370,-4.87,8.65,2.71,10.94,True
-276.81,2.73,20,8.4,1.46,3.58,-13.98,-44.31,-48.14,-12.38,350,-209.87,5.9,3.48,,False
-231.81,-6.54,20,6.55,-2.92,3.02,-13.89,-42.96,-48.14,-14.6,140,-39.87,9.05,3.85,,True
-366.81,-6.06,20,6.75,0.58,3.56,0.18,-40.71,-28.14,-11.56,185,-69.87,8.75,5.05,10.87,False
-321.81,-5.31,20,8.6,2.14,2.38,-11.94,-35.91,-48.14,-12.92,140,-104.87,5.3,5.71,8.94,False
-228.81,7.71,2,0.82,3.16,-5.44,0.12,-22.14,-26.14,-20.76,72,-2.87,1.22,8.82,10.59,True
-531.81,-7.74,20,8.95,0.24,3.18,-12.48,-45.36,-28.14,-10.4,305,-194.87,13.05,3.78,,True
-279.81,7.95,2,0.67,1.56,-6.24,5.16,-22.56,-22.14,-21.14,10,-39.87,1.6,8.66,11.65,False
-381.81,-4.29,20,8.25,0,-0.38,-9.78,-35.76,-48.14,-12.74,315,-104.87,13.1,5.16,,False
-321.81,1.95,20,7.4,-0.06,-3.26,-10.02,-35.31,-48.14,-15.64,280,-69.87,6.65,4.19,10.65,False
-261.81,10.2,2,0.27,-0.56,-6.94,4.41,-23.28,-26.14,-22.18,8,-26.87,1.05,8.51,,True
-252.81,14.61,2,0.56,-0.42,-9.6,3.51,-20.61,-26.14,-21.12,25,-20.87,1.86,11.81,,False
-264.81,10.59,2,0.36,0.1,-6.24,1.47,-21.36,-22.14,-22.08,2,-9.87,1.77,8.66,10.75,False
-576.81,-0.54,20,5.85,2.16,-0.02,-8.61,-38.61,-48.14,-16.46,10,-194.87,9.7,4.83,,False
-282.81,11.61,2,0.52,0.64,-5.54,3.69,-22.8,-18.14,-22.56,3,-7.87,0.56,8.68,11.62,True
-261.81,7.86,2,0.97,0.84,-6.7,15.9,-23.64,-22.14,-20.48,66,-40.87,1.71,8.82,,True
-291.81,-1.56,20,5.7,2.32,0.5,-0.09,-39.36,-48.14,-14.64,10,-209.87,11.5,6.73,9.27,False
-471.81,-8.67,20,6.7,2.8,3.68,-14.85,-50.16,-28.14,-14.88,300,-9.87,9.8,3.02,,True
-381.81,-3.75,20,6.3,-2.88,1.12,-10.77,-38.76,-28.14,-14.1,170,-54.87,13.7,4.44,10.18,False
-318.81,17.52,2,0,2.46,-6.42,4.86,-22.53,-18.14,-21.64,2,-23.87,1.18,8.38,,False
-243.81,12.96,2,0.61,-1.26,-6.44,1.02,-22.11,-26.14,-21.16,15,-19.87,1.34,8.5,11.49,True
-270.81,12.45,2,0.86,0.24,-7.84,0.54,-22.62,-26.14,-25.44,16,-29.87,0.97,8.89,12.02,True
-156.81,-4.92,10,6.55,-1.08,2.94,-9.45,-38.76,-68.14,-16.28,210,-144.87,8.25,4.06,10.56,True
-339.81,19.44,2,0.91,-0.22,-9.26,4.05,-22.89,-18.14,-23.44,7,-21.87,1.18,7.84,,True
-255.81,7.83,2,0.97,0.04,-8.64,11.37,-21.63,-26.14,-23.84,46,-16.87,1.9,8.3,11.49,False
-111.81,-2.31,20,9.85,-3.14,0.3,-9.9,-35.46,-48.14,-13.26,45,-224.87,6.8,4.22,,False
-318.81,8.07,2,0.01,-0.38,-8.86,3.42,-22.8,-22.14,-24,3,-9.87,1.28,8.34,,False
-306.81,0.78,20,5.65,-3,-2.44,-11.13,-39.96,-18.14,-14.68,5,-129.87,14.6,6.16,10.06,False
-318.81,8.97,2,0.93,1.5,-7.92,3,-23.43,-18.14,-20.84,13,-5.87,0.61,8.75,,True
-306.81,-4.14,20,9.1,0.78,3.04,-6.75,-39.21,-48.14,-12.6,215,-229.87,5,6.54,,False
-456.81,-3.36,20,10,1.6,3.56,-14.85,-42.81,-28.14,-12.46,205,-144.87,8.3,4.26,11.17,True
-321.81,-4.86,20,7.95,-1.92,2.68,-3.12,-37.71,-28.14,-12.24,115,-124.87,12.15,4.72,9.39,False
-288.81,8.34,2,0.74,1.74,-13.78,4.74,-21.36,-22.14,-25.18,36,-8.87,1.63,8.21,,False
-486.81,0.39,20,5.45,2.06,0.86,-7.65,-37.41,-28.14,-16.72,265,-109.87,9.9,6.07,,False
-258.81,7.44,2,0.18,0.04,-7.1,1.11,-22.29,-22.14,-20.74,15,-9.87,0.93,10,10.2,False
-297.81,16.47,2,0.42,2.82,-6.36,10.35,-22.26,-18.14,-22.16,9,-2.87,1.03,9.03,9.54,False
-318.81,11.88,2,0.6,0.04,-6.86,2.67,-23.07,-22.14,-21.54,5,-9.87,0.7,11.12,12.72,True
-426.81,-9.03,20,9.65,1.6,3.5,-15.45,-43.41,-28.14,-19.56,380,-9.87,9.6,2.69,,False
-276.81,-4.08,20,7.1,3.56,2.32,-10.77,-37.71,-28.14,-15.62,255,-109.87,9.2,6.86,,False
-486.81,-4.23,20,5.3,-0.22,1.72,-3.84,-41.16,-28.14,-12.88,120,-39.87,7.8,6.34,,False
-516.81,-4.77,20,5.35,-0.18,0.62,-9.63,-39.51,-28.14,-16.38,275,-34.87,13.95,6.79,9,False
-333.81,7.35,2,0.44,0.26,-6.62,1.05,-23.22,-22.14,-27.24,66,-30.87,1.55,9.05,,True
-261.81,8.1,2,0.13,0.32,-9.28,4.68,-22.02,-22.14,-22.54,4,-16.87,1.52,9.3,,False
-249.81,8.61,2,0.18,-0.08,-8.46,1.56,-22.65,-22.14,-27.14,2,-41.87,0.21,11.53,11.12,False
-441.81,-3.75,20,7.9,0.08,2.4,-12.12,-37.56,-28.14,-14.12,120,-119.87,7.95,4.86,,False
-327.81,7.89,2,0.59,1.54,-6.64,5.61,-21.81,-18.14,-21.76,25,-11.87,1.99,8.41,11.18,False
-315.81,6.99,2,0.75,2.28,-8.14,2.4,-22.2,-18.14,-20.64,3,-8.87,0.44,9.13,11.25,True
-234.81,8.88,2,0.47,2.46,-9.7,1.26,-22.26,-26.14,-24.7,36,-19.87,2,8.78,,True
-171.81,-1.41,20,6.9,-1.9,1.76,-6.57,-38.31,-48.14,-13.04,170,-164.87,6.15,5.45,,False
-321.81,2.91,20,6.1,0.26,-0.48,-10.89,-40.71,-48.14,-14.32,120,-194.87,10.8,4.83,10.45,False
-249.81,31.26,2,0.51,-0.98,-6.02,0.36,-21.27,-26.14,-22.82,4,2.13,1.45,8.74,,True
-222.81,14.7,2,0.91,5.36,-8.22,1.8,-23.01,-26.14,-20.82,26,-16.87,0.29,8.49,12.56,True
-228.81,11.91,2,0.2,-0.38,-5.54,1.8,-23.13,-26.14,-27.78,74,-17.87,1.37,8.23,,False
-546.81,11.19,20,6.1,2.7,-0.04,-7.68,-37.71,-28.14,-15.58,330,-214.87,9.85,5.46,,False
-171.81,-7.02,20,9.35,-2.54,2.26,-13.44,-37.86,-48.14,-11.94,315,-89.87,13.4,3.48,,True
-366.81,0.63,20,5.75,1.04,-0.88,-5.85,-39.81,-48.14,-15.5,220,-194.87,5.8,5.27,9.99,False
-330.81,8.97,2,0.71,2.06,-5.58,0.93,-22.29,-22.14,-20.78,17,-18.87,1.63,8.99,,False
-291.81,-4.08,20,6.85,-2.22,-3.24,-8.67,-36.81,-28.14,-16.24,55,-14.87,13.15,5.76,9.49,False
-237.81,9.66,2,0.95,0.7,-5.44,13.08,-23.22,-22.14,-23.7,13,-30.87,1.26,7.99,11.38,True
-300.81,11.07,2,0.37,7.52,-6.86,0.72,-23.16,-18.14,-21.92,22,-36.87,0.97,8.49,,True
-246.81,9.66,2,0.87,1.74,-6.32,-0.18,-23.19,-26.14,-22.04,51,-44.87,1.52,8.28,,True
-426.81,-6.72,20,7.55,1.38,1,-10.38,-41.76,-48.14,-11.66,340,-159.87,7.95,3.57,,False
-426.81,4.77,20,10.15,-2.24,0.56,-7.38,-37.11,-28.14,-12.06,50,-194.87,9.1,4.25,9.51,False
-306.81,14.88,2,0.73,1.48,-9.38,13.44,-22.92,-22.14,-25.44,21,-17.87,0.69,8.13,12.32,True
-243.81,8.67,2,0.66,-0.22,-7.8,6.54,-21.87,-26.14,-21.04,22,-34.87,1.24,8.63,10.83,False
-456.81,-5.64,20,9.3,-0.12,2.08,-11.22,-38.16,-48.14,-17.02,120,-149.87,5.05,4.72,,False
-276.81,-2.67,20,7.8,-2.18,2.28,-14.46,-45.21,-28.14,-12.48,25,-189.87,6.5,3.48,,True
-255.81,12.66,2,0.45,2.64,-6.5,4.83,-21.12,-22.14,-22.9,2,-5.87,1.05,9,,False
-231.81,-3.48,20,7.95,-1.98,-0.54,-11.64,-41.01,-68.14,-14.12,280,-64.87,10.45,3.72,11.99,True
-315.81,10.95,2,0.53,2.5,-5.4,13.29,-22.8,-18.14,-20.46,59,-3.87,1.54,10.18,,True
-249.81,7.83,2,0.37,-1.4,-5.86,12.18,-23.22,-22.14,-22.14,9,-36.87,1.94,8.04,11.05,True
-225.81,10.74,2,0.9,-0.42,-7.94,0.21,-23.01,-26.14,-21.94,76,-32.87,1.1,9.5,11.44,True
-228.81,8.1,2,0.04,2.68,-8.68,0.36,-22.29,-26.14,-23.5,27,-5.87,0.81,8.32,10.53,False
-486.81,8.16,20,7.25,2.6,1.18,-9.51,-38.91,-28.14,-13.98,50,-194.87,10.15,4.54,,False
38.19,-1.8,20,6.2,-2.52,-2.34,-10.89,-45.36,-48.14,-12.38,205,-199.87,6.75,4.19,,True
-321.81,16.38,2,0.97,1.62,-7.42,3.72,-21.21,-18.14,-24.36,1,-22.87,1.82,8.11,10.14,False
-81.81,-2.22,20,7.05,-2,-2.88,-8.34,-35.76,-68.14,-16.14,315,-164.87,14.95,4.92,9.27,False
8.19,-1.77,20,6.3,-4.12,-4.74,-2.43,-35.16,-68.14,-15.38,55,-94.87,9.65,4.84,,False
-228.81,8.28,2,0.41,6.08,-12.06,2.28,-20.64,-22.14,-21.84,2,-31.87,1.34,10.79,9.7,False
-186.81,-5.46,20,8.2,2.2,-1.32,-5.85,-38.01,-68.14,-13.38,80,-99.87,7.75,5.74,,False
-321.81,-6.54,20,5.15,-2.28,-1.34,-11.31,-47.61,-48.14,-14.2,140,-214.87,8,3.56,10.43,True
-255.81,9.03,2,0.98,3.46,-17.3,-0.42,-23.64,-26.14,-19.82,27,-5.87,1.79,10.13,,True
-276.81,10.98,2,0.8,0.84,-5.46,4.83,-23.25,-24.14,-22.92,14,-5.87,0.61,8.11,11.94,True
-288.81,15.6,2,0.57,0.04,-10.66,3,-23.31,-22.14,-22.98,6,-39.87,0.32,8.31,10.76,False
-213.81,14.34,2,0.89,-0.04,-5.28,1.23,-23.07,-22.14,-21.28,48,-4.87,1.72,8.48,12.78,True
-486.81,1.26,20,6.15,-2.08,2.26,-5.88,-42.21,-48.14,-15.18,50,-214.87,6.25,4.45,9.45,False
-456.81,5.64,20,6.75,0.72,-0,-0.66,-37.86,-48.14,-18.62,130,-234.87,6.55,4.99,9.28,False
-531.81,-4.98,20,7.4,3.16,3.24,-13.32,-41.91,-48.14,-14.22,15,-119.87,9.65,4.03,,True
-258.81,10.86,2,0.09,0.1,-9.36,1.92,-22.71,-26.14,-23.78,69,-14.87,1.39,8.5,,False
-237.81,10.11,2,0.79,1.22,-6.74,4.95,-23.13,-22.14,-20.7,13,-32.87,1.32,10.27,12.14,True
-456.81,-6.99,20,10.25,1.48,3.04,-13.41,-41.31,-28.14,-13.1,50,-94.87,6.05,3.33,12.33,True
-300.81,10.41,2,0.93,0.14,-6.18,0.72,-22.8,-22.14,-21.12,65,-25.87,1.49,7.86,11.96,True
-126.81,-5.04,20,5.9,-0.08,-1.56,-12.21,-41.31,-48.14,-12.66,120,-89.87,7.25,6.08,11.15,True
-186.81,-6,20,5.85,-3.18,1.5,-11.34,-40.86,-68.14,-13.1,180,-69.87,7.95,3.64,,True
-96.81,-4.71,20,7.95,-3.52,3.92,-4.65,-42.21,-38.14,-11.12,5,-154.87,6.1,3.52,11.45,True
-219.81,9.93,2,0.28,0.96,-10.7,1.62,-21.27,-22.14,-21.1,11,-22.87,1.4,9.13,,False
-231.81,9.39,2,0.95,-0.42,-5.9,3.3,-21.66,-22.14,-22.54,29,-29.87,0.71,8.75,,False
-381.81,-4.11,20,9.1,2.78,0.18,-9.21,-33.96,-28.14,-13.34,15,-99.87,5.2,6.59,9.32,False
-336.81,-2.58,20,5.35,3.86,-2.32,-6.03,-41.16,-48.14,-11.86,295,-59.87,6.25,3.65,,False
-249.81,25.17,2,0.64,-1.4,-5.74,2.13,-21.96,-26.14,-22.08,10,-18.87,1.64,8.11,,True
-276.81,-1.62,20,8.75,-3.08,-0.42,-10.08,-39.36,-48.14,-13.5,10,-219.87,7.1,4.13,,False
-315.81,12.45,2,0.94,-0.28,-8.1,2.07,-22.2,-18.14,-27.54,24,-15.87,1.3,7.96,11.8,True
-255.81,11.28,2,0.48,0.84,-6.68,1.38,-23.49,-26.14,-21.46,7,-7.87,0.43,9.02,,True
-546.81,-6.27,20,9,2.14,3.8,-12.57,-39.66,-48.14,-10.58,335,-64.87,12.4,4.02,,False
-21.81,-3.93,20,8.35,-3.76,1,-12.3,-40.41,-68.14,-13.96,280,-134.87,10.4,5.06,,True
-228.81,8.67,2,0.95,-0.82,-9.6,2.61,-22.08,-22.14,-21.12,16,-40.87,1.37,8.33,11.53,True
-186.81,-0.78,20,6.7,-1.06,-4.22,-7.77,-36.51,-48.14,-16.64,115,-169.87,7.8,5.99,,False
-531.81,-0.51,20,6,2.2,1,-4.05,-36.21,-28.14,-15.72,130,-64.87,5.35,6.3,9.68,False
-228.81,24.93,2,0.53,2.22,-8.54,2.7,-21.75,-26.14,-21.44,25,-3.87,1.64,8.59,11.94,True
-501.81,-7.17,20,8.85,-2.34,3.94,-7.38,-39.36,-48.14,-11.22,210,-74.87,12.9,4.35,12.46,True
-546.81,-5.97,20,8.5,-0.32,4.28,-13.98,-42.21,-48.14,-10.52,100,-124.87,7.1,4.39,,True
-318.81,10.68,2,0.91,3.06,-6.36,3.81,-22.8,-22.14,-29.18,52,-5.87,0.84,8.01,,True
-531.81,-7.68,20,5.15,-0.4,1.46,-8.76,-49.41,-28.14,-10.5,80,-139.87,8.4,2.89,11.06,True
-126.81,-0.66,20,5.35,-0.74,-8.5,-11.25,-37.86,-68.14,-16.36,350,-39.87,12.95,4.27,,False
-261.81,-7.68,20,5.15,2.16,4.48,-13.02,-46.41,-38.14,-10.88,315,-44.87,6.85,3.54,11.04,False
-291.81,9.78,2,0.96,-0.26,-5.66,3.15,-22.59,-18.14,-22.2,14,-39.87,1.11,7.99,9.73,False
-501.81,-6.93,20,6.9,5.76,1.68,-15.15,-43.26,-48.14,-11.18,125,-14.87,6.45,3.04,11.96,True
-240.81,8.58,2,0.94,0.74,-6.94,4.44,-21.78,-22.14,-20.74,20,-11.87,1.95,8.04,12.3,True
-246.81,1.32,20,5.95,0.16,-1.56,-7.38,-40.56,-48.14,-14.16,230,-234.87,8.15,6.56,10.13,False
-411.81,-3.81,20,8.7,-2.2,1.92,-10.92,-36.81,-28.14,-13.3,65,-209.87,9.55,4.57,,False
-546.81,-5.34,20,7,2.08,2.98,-10.35,-37.56,-28.14,-12.18,120,-39.87,5.2,4.09,8.93,False
-270.81,14.28,2,1.02,0.02,-8.68,2.25,-21.81,-22.14,-23.4,7,-13.87,0.53,8.54,,False
-225.81,10.98,2,0.94,0.98,-10.06,1.26,-22.11,-26.14,-25.76,43,-42.87,0.35,8.53,,False
-366.81,-3.3,20,6.15,-1,3.74,-14.67,-46.71,-48.14,-10.94,295,-129.87,9.7,3.02,11.49,True
-501.81,-4.95,20,7.15,1.62,3.28,-10.71,-41.91,-48.14,-14.36,275,-144.87,5,5.53,9.41,False
-126.81,-1.98,20,8.15,1.62,-0.36,-9.78,-39.36,-48.14,-13.02,350,-209.87,5.1,4.05,,False
-321.81,-8.01,20,7,0.7,-0.6,-14.1,-46.26,-48.14,-11.2,255,-164.87,6.65,3.85,10.92,True
-333.81,7.23,2,0.59,-0.26,-6.6,0.36,-23.1,-22.14,-22.84,12,1.13,1.26,7.95,11.54,True
-315.81,8.82,2,0.77,-0.48,-6.58,0.42,-22.23,-18.14,-21.02,3,-29.87,1.23,8.31,,False
-252.81,8.58,2,0.88,-0.18,-9.02,3.24,-21.99,-22.14,-23.94,8,-27.87,1.51,8.07,11.07,True
-396.81,-1.92,20,9,0.68,3.36,-10.92,-43.71,-28.14,-10.58,305,-229.87,7.15,4.19,,False
-456.81,1.92,20,6.7,0.64,2.9,-12.09,-42.21,-48.14,-11.16,290,-114.87,5.9,5.1,,False
-285.81,11.67,2,0.56,1.2,-6.54,0.93,-22.92,-18.14,-25.18,7,-14.87,1.04,12.15,,True
-456.81,-5.04,20,7,4,5.04,-15.63,-49.56,-28.14,-11.54,330,-34.87,6,3.31,,False
-396.81,-5.1,20,9.4,3.3,-3.42,0.48,-36.81,-28.14,-12.86,190,-144.87,8.2,4.6,9.35,False
-333.81,8.22,2,1.01,0.52,-7.16,5.22,-23.4,-18.14,-22.88,37,-42.87,1.53,9.45,10.68,True
-456.81,-6.45,20,8.95,2.72,2.3,-9.18,-40.71,-28.14,-10.2,265,-49.87,8.55,2.88,10.03,False
-258.81,9.36,2,0.35,5.62,-9.06,3.48,-22.86,-26.14,-23.26,2,-29.87,0.01,8.99,9.3,False
-270.81,7.86,2,0.81,-0.88,-5.92,1.35,-22.26,-26.14,-22.9,24,-20.87,1.99,9.87,,True
-276.81,-3.96,20,7,5.42,3.78,-15.24,-46.26,-48.14,-12.18,325,-119.87,5.45,3.19,,False
-225.81,8.25,2,0.76,1.78,-7.8,0.51,-22.71,-26.14,-23.14,21,-8.87,0.89,8.2,12.32,True
-327.81,12.12,2,0.69,2.04,-5.94,9.81,-22.83,-18.14,-21.26,39,-33.87,1.19,8.88,11.87,True
-291.81,3.9,20,6.75,-0.7,-4.74,-7.74,-39.21,-28.14,-14.74,380,-209.87,14.25,4.64,9.86,False
-321.81,-2.91,20,7.35,4.46,4.08,-11.82,-43.71,-48.14,-10.76,355,-144.87,6.65,3.21,,False
-426.81,-6.99,20,9.65,-1.12,3.28,-11.79,-38.46,-48.14,-12.02,270,-144.87,14,3.62,,True
-426.81,-8.01,10,8.9,7.72,2.58,-13.23,-41.46,-28.14,-11.76,325,-189.87,12.1,3.01,,True
-531.81,-6.54,20,7.2,4.32,4.24,-9.54,-44.16,-28.14,-11.24,60,-144.87,5.35,3.78,10.16,False
-216.81,5.22,20,6.15,-1.82,0.9,4.32,-36.06,-68.14,-17.04,270,-89.87,5.05,4.85,,False
-246.81,9.54,2,0.78,-1.2,-6.78,5.16,-22.44,-22.14,-22.92,13,-40.87,1.94,13.22,,True
-243.81,7.68,2,0.71,3.36,-6.22,1.32,-22.59,-26.14,-21.5,29,-16.87,0.05,9.87,,False
-264.81,9.57,2,0.33,4.24,-6.76,7.32,-23.55,-26.14,-22.62,45,-37.87,1.4,10.08,,False
-381.81,-5.76,20,5.95,-2.82,3.66,-12.54,-47.01,-48.14,-13.36,15,-209.87,5.5,4.02,,True
-426.81,-6.81,20,6.7,0.94,4.22,-13.74,-47.46,-48.14,-14.28,280,-19.87,6.45,4.37,,True
-258.81,9.18,2,0.73,0.54,-10.78,2.67,-22.65,-22.14,-20.84,33,-16.87,0.15,7.98,11.34,True
-111.81,-4.71,20,6.8,-2.3,2.36,-11.25,-39.96,-48.14,-13.7,230,-89.87,14.35,3.76,,False
-312.81,15.12,2,0.74,0.18,-10.3,1.65,-21.15,-18.14,-21.48,4,-35.87,1.68,9.23,,False
38.19,-3.18,20,8.25,-3.46,2.78,-11.73,-37.71,-68.14,-15.06,200,-104.87,9.3,3.92,,False
-291.81,15.63,2,1.03,3.4,-5.28,5.88,-22.62,-18.14,-25.8,34,-12.87,0.86,7.87,10.71,True
-471.81,-5.22,20,8.4,1.18,3.12,-15.48,-50.46,-28.14,-10.2,295,-199.87,5.65,3.51,10.8,False
-240.81,10.68,2,0.21,0.5,-7.5,1.62,-23.61,-22.14,-23.02,43,-36.87,1.72,8.73,,False
-231.81,9.24,2,0.82,0.26,-9.22,6.51,-22.44,-22.14,-20.74,21,-8.87,0.41,8.2,,True
-366.81,-6.9,20,7.15,-1.66,2.84,-12.93,-41.91,-28.14,-10.58,85,-29.87,9.1,5.43,,True
-411.81,0.9,20,7.05,4.98,-5.08,-8.13,-36.36,-28.14,-17.32,205,-184.87,7.25,5.08,8.08,False
-126.81,-1.59,20,8.15,-2.44,2.06,-7.26,-38.76,-68.14,-12.56,270,-129.87,9.9,3.57,11.3,True
-321.81,12.81,2,0.96,1.2,-7.56,2.58,-20.46,-22.14,-22.64,8,-3.87,2.01,8.29,9.81,False
-51.81,3.24,20,6.7,0.52,0.74,-8.1,-36.36,-68.14,-15.16,60,-134.87,7.75,4.63,10.35,False
-318.81,6.84,2,0.84,0.18,-5.9,1.47,-23.31,-18.14,-20.84,66,-10.87,1.34,9.49,,True
-249.81,9.63,2,0.33,7.96,-12.84,6,-23.4,-22.14,-28.86,15,-35.87,0.72,9.76,,False
-333.81,10.41,2,0.62,-0.56,-6.66,3.21,-21.75,-22.14,-24.9,2,-9.87,1.26,9.45,,False
-246.81,7.65,2,1,-0.4,-7.28,-0.03,-22.35,-22.14,-21.46,27,-12.87,0.34,8.89,10.59,True
-51.81,-2.58,20,8.8,-3.72,3.16,-8.1,-36.21,-68.14,-12.18,125,-89.87,6.5,5.26,,False
-225.81,12.48,2,0.51,1.76,-12.06,3.33,-22.62,-22.14,-22.32,27,-32.87,0.73,10.91,10,False
-366.81,-4.86,20,9.5,0.04,0.66,-11.46,-38.01,-28.14,-12.44,205,-149.87,13,3.45,,True
-225.81,11.52,2,0.06,1.14,-20.24,8.91,-22.47,-26.14,-27.14,64,-11.87,1.24,8.9,,False
-231.81,16.2,2,0.37,1,-11.32,3.06,-22.17,-22.14,-21.2,16,-17.87,1.18,9.09,9.37,False
-531.81,-8.31,20,6.4,1.62,4.88,-15.87,-50.31,-28.14,-10.4,125,-114.87,5.4,2.71,11.25,True
-312.81,12.96,2,0.67,0.58,-6.56,7.95,-22.77,-22.14,-22.58,65,-34.87,1.37,8.28,,True
-267.81,13.38,2,0.18,2.02,-5.82,0.75,-22.74,-22.14,-25.84,9,-0.87,1,10.33,,False
-366.81,-5.55,20,10.05,0.08,1.6,-8.7,-37.11,-48.14,-12.58,300,-184.87,6.8,4.6,,False
-351.81,-2.85,20,7.95,-0.16,0.84,-9.12,-37.86,-48.14,-16.88,80,-224.87,5.55,5.63,,False
-252.81,8.22,2,0.48,0,-6.96,8.94,-22.53,-26.14,-24.2,61,-28.87,1.68,9.52,11.04,False
-336.81,5.34,20,5.15,-3.56,1.62,-10.47,-38.31,-48.14,-14.8,125,-54.87,12.4,5.96,,False
-261.81,12.09,2,0.12,-0.32,-7.64,0.48,-23.19,-22.14,-25.72,5,-20.87,0.2,8.83,10.41,False
-225.81,12.36,2,0.5,3.16,-5.44,0.09,-23.46,-26.14,-21.84,30,-18.87,1.69,9.88,11.24,True
-303.81,15.75,2,0.71,1.92,-5.72,4.89,-21.51,-18.14,-22.88,13,-6.87,1.24,9.16,,False
-321.81,7.56,2,1.08,-0.36,-9.28,1.29,-23.49,-18.14,-20.54,23,-4.87,2.05,8.01,10.93,True
-219.81,7.89,2,1.06,3.92,-7.26,5.79,-21.33,-26.14,-20.56,31,-12.87,0.96,8.47,,True
-411.81,-2.7,20,5.8,-0.54,-0.08,-10.17,-38.46,-28.14,-14.44,85,-139.87,6.35,4.6,10.27,False
-249.81,8.16,2,0.18,0.7,-7.24,8.1,-23.34,-26.14,-22.94,18,-17.87,0.4,8.03,10.18,False
-441.81,-3.27,20,7.6,2.18,0.42,-6.45,-37.26,-28.14,-16.34,55,-189.87,10.75,4.77,,False
-336.81,-2.19,20,7.3,1.44,1.64,-11.64,-36.21,-28.14,-12.44,90,-64.87,6.55,4.48,9.45,False
-252.81,7.83,2,0.81,-0.2,-6.98,4.59,-21,-26.14,-21.56,8,-36.87,1.73,8.32,,True
